"Step","SAC_Double_critic_lidar - return_train","SAC_Double_critic_lidar - return_train__MIN","SAC_Double_critic_lidar - return_train__MAX"
"745","15.4799999911","15.4799999911","15.4799999911"
"746","148.2899999544","148.2899999544","148.2899999544"
"747","148.2899999544","148.2899999544","148.2899999544"
"748","148.2899999544","148.2899999544","148.2899999544"
"749","148.2900000066","148.2900000066","148.2900000066"
"750","2.4399999827","2.4399999827","2.4399999827"
"751","16.7999999914","16.7999999914","16.7999999914"
"752","5.2299999669","5.2299999669","5.2299999669"
"753","5.2299999669","5.2299999669","5.2299999669"
"754","5.2299999669","5.2299999669","5.2299999669"
"755","5.2299999669","5.2299999669","5.2299999669"
"756","148.289999906","148.289999906","148.289999906"
"757","13.2899998929","13.2899998929","13.2899998929"
"758","13.2899998929","13.2899998929","13.2899998929"
"759","13.2899998929","13.2899998929","13.2899998929"
"760","148.2899999153","148.2899999153","148.2899999153"
"761","148.2899999153","148.2899999153","148.2899999153"
"762","148.2899999153","148.2899999153","148.2899999153"
"763","148.2899999153","148.2899999153","148.2899999153"
"764","148.2899986319","148.2899986319","148.2899986319"
"765","13.910000002","13.910000002","13.910000002"
"766","2.1799999699","2.1799999699","2.1799999699"
"767","2.1799999699","2.1799999699","2.1799999699"
"768","2.1799999699","2.1799999699","2.1799999699"
"769","148.28999657","148.28999657","148.28999657"
"770","14.6999999974","14.6999999974","14.6999999974"
"771","14.6999999974","14.6999999974","14.6999999974"
"772","14.6999999974","14.6999999974","14.6999999974"
"773","14.6999999974","14.6999999974","14.6999999974"
"774","148.2900000159","148.2900000159","148.2900000159"
"775","148.2900000159","148.2900000159","148.2900000159"
"776","148.2900000159","148.2900000159","148.2900000159"
"777","148.2899999786","148.2899999786","148.2899999786"
"778","4.189999966","4.189999966","4.189999966"
"779","4.189999966","4.189999966","4.189999966"
"780","4.189999966","4.189999966","4.189999966"
"781","4.189999966","4.189999966","4.189999966"
"782","3.1000000052","3.1000000052","3.1000000052"
"783","3.1000000052","3.1000000052","3.1000000052"
"784","3.1000000052","3.1000000052","3.1000000052"
"785","3.1000000052","3.1000000052","3.1000000052"
"786","148.2899998799","148.2899998799","148.2899998799"
"787","3.7199999839","3.7199999839","3.7199999839"
"788","3.7199999839","3.7199999839","3.7199999839"
"789","3.7199999839","3.7199999839","3.7199999839"
"790","3.7199999839","3.7199999839","3.7199999839"
"791","148.2899999898","148.2899999898","148.2899999898"
"792","148.2899999898","148.2899999898","148.2899999898"
"793","148.2899999898","148.2899999898","148.2899999898"
"794","148.2899999898","148.2899999898","148.2899999898"
"795","148.2899999917","148.2899999917","148.2899999917"
"796","148.2899999917","148.2899999917","148.2899999917"
"797","148.2899999917","148.2899999917","148.2899999917"
"798","148.2899999917","148.2899999917","148.2899999917"
"799","148.2899999078","148.2899999078","148.2899999078"
"800","148.2899999078","148.2899999078","148.2899999078"
"801","148.2899999078","148.2899999078","148.2899999078"
"802","148.2900000177","148.2900000177","148.2900000177"
"803","7.1799999941","7.1799999941","7.1799999941"
"804","7.1799999941","7.1799999941","7.1799999941"
"805","7.1799999941","7.1799999941","7.1799999941"
"806","148.2900000103","148.2900000103","148.2900000103"
"807","4.4999999702","4.4999999702","4.4999999702"
"808","4.4999999702","4.4999999702","4.4999999702"
"809","16.4999999646","16.4999999646","16.4999999646"
"810","16.4999999646","16.4999999646","16.4999999646"
"811","16.4999999646","16.4999999646","16.4999999646"
"812","16.4999999646","16.4999999646","16.4999999646"
"813","148.2900000438","148.2900000438","148.2900000438"
"814","148.2900000438","148.2900000438","148.2900000438"
"815","148.2900000438","148.2900000438","148.2900000438"
"816","148.2899999302","148.2899999302","148.2899999302"
"817","148.2899999302","148.2899999302","148.2899999302"
"818","148.2899999302","148.2899999302","148.2899999302"
"819","148.2899999302","148.2899999302","148.2899999302"
"820","148.2899999935","148.2899999935","148.2899999935"
"821","148.2899999935","148.2899999935","148.2899999935"
"822","148.2899999935","148.2899999935","148.2899999935"
"823","148.2899999935","148.2899999935","148.2899999935"
"824","148.290000001","148.290000001","148.290000001"
"825","148.290000001","148.290000001","148.290000001"
"826","148.290000001","148.290000001","148.290000001"
"827","148.290000001","148.290000001","148.290000001"
"828","148.2900000289","148.2900000289","148.2900000289"
"829","2.999999987","2.999999987","2.999999987"
"830","2.999999987","2.999999987","2.999999987"
"831","16.6099999361","16.6099999361","16.6099999361"
"832","16.6099999361","16.6099999361","16.6099999361"
"833","16.6099999361","16.6099999361","16.6099999361"
"834","2.5499999709","2.5499999709","2.5499999709"
"835","2.5499999709","2.5499999709","2.5499999709"
"836","2.5499999709","2.5499999709","2.5499999709"
"837","2.5499999709","2.5499999709","2.5499999709"
"838","148.2899999935","148.2899999935","148.2899999935"
"839","148.2899999935","148.2899999935","148.2899999935"
"840","148.2899999935","148.2899999935","148.2899999935"
"841","148.2900000457","148.2900000457","148.2900000457"
"842","148.2900000457","148.2900000457","148.2900000457"
"843","148.2900000457","148.2900000457","148.2900000457"
"844","148.289999947","148.289999947","148.289999947"
"845","148.289999947","148.289999947","148.289999947"
"846","148.289999947","148.289999947","148.289999947"
"847","148.289999947","148.289999947","148.289999947"
"848","148.2899998911","148.2899998911","148.2899998911"
"849","6.2099999841","6.2099999841","6.2099999841"
"850","6.2099999841","6.2099999841","6.2099999841"
"851","6.2099999841","6.2099999841","6.2099999841"
"852","148.2899975013","148.2899975013","148.2899975013"
"853","148.2899975013","148.2899975013","148.2899975013"
"854","148.2899975013","148.2899975013","148.2899975013"
"855","148.2900000401","148.2900000401","148.2900000401"
"856","2.5699999761","2.5699999761","2.5699999761"
"857","2.5699999761","2.5699999761","2.5699999761"
"858","2.5699999761","2.5699999761","2.5699999761"
"859","148.3100029789","148.3100029789","148.3100029789"
"860","148.3100029789","148.3100029789","148.3100029789"
"861","148.3100029789","148.3100029789","148.3100029789"
"862","0.0999999978","0.0999999978","0.0999999978"
"863","3.2499999478","3.2499999478","3.2499999478"
"864","0.1499999966","0.1499999966","0.1499999966"
"865","3.639999982","3.639999982","3.639999982"
"866","16.5199999493","16.5199999493","16.5199999493"
"867","0.4299999904","0.4299999904","0.4299999904"
"868","0.3499999922","0.3499999922","0.3499999922"
"869","0.3499999922","0.3499999922","0.3499999922"
"870","0.5499999877","0.5499999877","0.5499999877"
"871","0.3999999911","0.3999999911","0.3999999911"
"872","0.3999999911","0.3999999911","0.3999999911"
"873","0.3999999911","0.3999999911","0.3999999911"
"874","0","0","0"
"875","0.0699999984","0.0699999984","0.0699999984"
"876","0.2299999949","0.2299999949","0.2299999949"
"877","0.4299999904","0.4299999904","0.4299999904"
"878","0.2299999949","0.2299999949","0.2299999949"
"879","0.2299999949","0.2299999949","0.2299999949"
"880","0.2299999949","0.2299999949","0.2299999949"
"881","0.2299999949","0.2299999949","0.2299999949"
"882","0","0","0"
"883","0.3299999926","0.3299999926","0.3299999926"
"884","0","0","0"
"885","0.0199999996","0.0199999996","0.0199999996"
"886","0","0","0"
"887","0","0","0"
"888","0.359999992","0.359999992","0.359999992"
"889","0.0099999998","0.0099999998","0.0099999998"
"890","0","0","0"
"891","0.089999998","0.089999998","0.089999998"
"892","0.0199999996","0.0199999996","0.0199999996"
"893","0.1299999971","0.1299999971","0.1299999971"
"894","0","0","0"
"895","0","0","0"
"896","0","0","0"
"897","0","0","0"
"898","0","0","0"
"899","0.2499999944","0.2499999944","0.2499999944"
"900","0.0599999987","0.0599999987","0.0599999987"
"901","0.0499999989","0.0499999989","0.0499999989"
"902","0.2199999951","0.2199999951","0.2199999951"
"903","0.0199999996","0.0199999996","0.0199999996"
"904","0","0","0"
"905","0.1699999962","0.1699999962","0.1699999962"
"906","0","0","0"
"907","0.1699999962","0.1699999962","0.1699999962"
"908","0.1399999969","0.1399999969","0.1399999969"
"909","0.1099999975","0.1099999975","0.1099999975"
"910","0.2999999933","0.2999999933","0.2999999933"
"911","0","0","0"
"912","0.1399999969","0.1399999969","0.1399999969"
"913","0.1199999973","0.1199999973","0.1199999973"
"914","0","0","0"
"915","0","0","0"
"916","0.0399999991","0.0399999991","0.0399999991"
"917","0.0399999991","0.0399999991","0.0399999991"
"918","0","0","0"
"919","0","0","0"
"920","0.0999999978","0.0999999978","0.0999999978"
"921","0","0","0"
"922","0","0","0"
"923","0","0","0"
"924","0","0","0"
"925","0.2999999933","0.2999999933","0.2999999933"
"926","0","0","0"
"927","0","0","0"
"928","0","0","0"
"929","0","0","0"
"930","0","0","0"
"931","0.0599999987","0.0599999987","0.0599999987"
"932","0","0","0"
"933","0.0399999991","0.0399999991","0.0399999991"
"934","0","0","0"
"935","0.0399999991","0.0399999991","0.0399999991"
"936","0.0099999998","0.0099999998","0.0099999998"
"937","0","0","0"
"938","0","0","0"
"939","0","0","0"
"940","0","0","0"
"941","0.0499999989","0.0499999989","0.0499999989"
"942","0","0","0"
"943","0.089999998","0.089999998","0.089999998"
"944","0","0","0"
"945","0.0799999982","0.0799999982","0.0799999982"
"946","0","0","0"
"947","0.1299999971","0.1299999971","0.1299999971"
"948","0","0","0"
"949","0.0599999987","0.0599999987","0.0599999987"
"950","0","0","0"
"951","0","0","0"
"952","0","0","0"
"953","0","0","0"
"954","0","0","0"
"955","0.089999998","0.089999998","0.089999998"
"956","0","0","0"
"957","0","0","0"
"958","0","0","0"
"959","0","0","0"
"960","0","0","0"
"961","0","0","0"
"962","0.0599999987","0.0599999987","0.0599999987"
"963","0","0","0"
"964","0","0","0"
"965","0","0","0"
"966","0","0","0"
"967","0","0","0"
"968","0","0","0"
"969","0","0","0"
"970","0","0","0"
"971","0","0","0"
"972","0","0","0"
"973","0","0","0"
"974","0","0","0"
"975","0","0","0"
"976","0","0","0"
"977","0","0","0"
"978","0","0","0"
"979","0","0","0"
"980","0","0","0"
"981","0","0","0"
"982","0","0","0"
"983","0","0","0"
"984","0","0","0"
"985","0","0","0"
"986","0","0","0"
"987","0","0","0"
"988","0","0","0"
"989","0","0","0"
"990","0","0","0"
"991","0","0","0"
"992","0","0","0"
"993","0","0","0"
"994","0","0","0"
"995","0","0","0"
"996","0","0","0"
"997","0","0","0"
"998","0.0299999993","0.0299999993","0.0299999993"
"999","0","0","0"
